Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/Lifelong-LLHFD322-Digital-functions-Technology/dp/B0B242W2WZ/ref=sr_1_67?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-67,"        Lifelong LLHFD322 Digital Air Fryer 3.5L 1400W Fry, Grill, Bake, Roast & Reheat with 10 Pre-set functions | Touch Control | Rapid Air Technology       ",‎Lifelong,3.8,7,"8,000","3,999.00","  #321,112 in Home & Kitchen (See Top 100 in Home & Kitchen)   #72 in Air Fryers   ",Not Available,‎B0B242W2WZ,‎LLHFD322,Not Available,Not Available,‎China,‎Lifelong Online Retail Pvt Ltd,Not Available,Not Available,Not Available,Not Available,‎4500 Grams,Not Available,‎Plastic,‎3.5 litres,‎Blue,Not Available,Not Available,"['Digital Air fryer with 3.5 litres of capacity. It has 1400W of power that ensures fast and homogeneous cooking', '10 Pre-set functions which are easy to use and are a healthy option to satisfy your taste buds to prepare a variety of delicious snacks', 'Can be used to make French Fries, Grill chicken maker Samosas, Pizza, Cakes, Pakoras, wafers, nuggets, chicken wings and much more', 'Comes with Cool LCD Touch Panel to set temperature and timer', 'Compared with deep fryer, it consumes very less oil and you will get delicious and healthier crispy food with little or no oil.', 'Lifelong HealthyFry Digital Air fryer (3.5 Liter) with Rapid Air technology, lets you grill, bake, roast & even reheat your favorite dishes']"
https://www.amazon.in/Circulation-Capacity-Electric-Machine-Restaurant/dp/B0B27JSHR9/ref=sr_1_161?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-161,"        Food Fryer, Non Stick 360 Degree Hot Air Circulation 4.5L Large Capacity Electric Fryer Electric Frying Machine 80‑200℃ for Kitchen Restaurant       ",‎CURLIN,3.8,Not Available,Not Available,"7,499.00",Not Available,Not Available,B0B27JSHR9,Not Available,Not Available,Not Available,Not Available,‎CURLIN,Not Available,‎Yes,Not Available,Not Available,5 kg 200 g,Not Available,‎default,‎4.5 litres,‎Default,Not Available,Not Available,"['The bottom is equipped with non‑slip foot pads, which has strong friction and is not easy to slide, and has a rear cooling and exhaust system.', '360‑degree hot air circulation oil‑free frying, three‑dimensional convection uniform baking, wrapping and heating the original flavor.', 'With power‑off memory function, you can check the ingredients at any time without resetting, thus saving workload and energy.', 'With temperature control and time control system, the temperature range is 80‑200℃, and the free timing is 0‑30 minutes.', '4.5L large capacity design, the food cooked in the fryer has less fat than traditional fried food, and the taste is excellent.']"
https://www.amazon.in/Dash-Compact-Electric-Temperature-Control/dp/B077W6TX88/ref=sr_1_102?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-102,"        Dash Compact Air Fryer 1.2 L Electric Air Fryer Oven Cooker with Temperature Control, Non Stick Fry Basket, Recipe Guide + Auto Shut off Feature - Grey       ",‎DASH,3.8,"4,669","19,889","13,918.00","  #1,398,044 in Home & Kitchen (See Top 100 in Home & Kitchen)   #2,018 in Kitchen   #2,512 in Juicer Mixer Grinders   ",Not Available,‎B077W6TX88,‎DCAF150GBGY02,Not Available,Not Available,‎USA,‎StoreBound,‎Yes,‎Yes,‎Compact Air Fryer Oven Cooker,‎Touch,‎5.8 Pounds,‎Bake,‎Plastic,‎1.2 litres,‎Grey,Not Available,‎Manual,"['HEALTHIER FRIED FOOD: Dash Compact Air Fryer uses AirCrisp technology (instead of oil) to help reduce added fat by 70-80%, without sacrificing the flavor of your fried food (No more residual smell hours after you’ve eaten)', 'QUICK + EASY: Short on time? Simply load the 2 qt capacity fryer basket, set the temp, and set the timer. Your food comes out crispy, guaranteed, EVERY TIME. And in less time than it takes to pre-heat your oven, making it more energy efficient', 'SAFER: The auto-shut off function prevents overcooking, and the cool touch housing and handle makes it safer to use. It’s so simple, even your kids can use it!', 'VERSATILE: This is the PERFECT appliance for picky eaters, large families, or those who have busy schedules. Appetizers to desserts, 1 dozen chicken wings, 1lb French fries, even baked goods, and all within minutes of setting the timer - it couldn’t be easier!', 'COMPACT + LIGHTWEIGHT: Half the weight of a standard fryer, the Dash Air Fryer is your MUST-HAVE for that first apartment, smaller kitchen, college dorm life, or camper/rv traveling. Plus, its sleek design and trendy color options will accent any kitchen space.']"
https://www.amazon.in/Basket-Cooking-Crisper-Non-Stick-Accessories/dp/B09CGWL62C/ref=sr_1_122?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-122,"        Air Fryer Inner Basket & Outer Basket for Power Air Fryer XL 5.3qt,Air Fryer Basket Set for Gowise USA Air Fryer 5.8qt,Non-Stick Fry Basket for Dash Deluxe 6qt Air Fryer,Air Fryer Accessories       ",Not Available,4.4,Not Available,"18,999","10,393.00",Not Available,Not Available,‎B09CGWL62C,Not Available,Not Available,Not Available,‎USA,Not Available,Not Available,Not Available,Not Available,Not Available,1 kg 510 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Applicable Models - The air fryer basket and tray compatible for Power Air Fryer XL 5.3qt,it also fit for Gowise USA Air Fryer 5.8qt, Dash Deluxe 6qt Air Fryer.', 'Food Grade & Premium Quality Material - Our air fryer replacement parts are made with food grade material,non-stick coating air fryer baset allows food easy to take out, just like when they were put in,non-stick coating cooking tray easy to removed oil and crumb.', 'Convenient - You can cook any fried foods without oil with our nonstick air fryer basket.the frying pan can catch oil and crumb from fried foods during frying.You can make delicious pizza, chicken wings, steak and fried vegetables multiple foods with our air fryer accessories.', 'Easy To Clean - Each cooking basket is easy to clean and dishwasher safe,which provide clean quickly and easily to added convenience.', '2 pcs accessory kit - Includes 1 x Air Fryer inner basket; 1 x Air Fryer outer basket.']"
https://www.amazon.in/Inalsa-Stainless-Sous-Chef-1650-Temperature/dp/B097TRNFQF/ref=sr_1_21?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-21,"        INALSA Air Fryer Digital 6.5 L Sous Chef-1650 Watt with 8 Preset Programs, Variable Temperature Control & Auto Shake Reminder|Free Recipe book|2 Year Warranty(Black/Silver)       ",‎Inalsa,3.8,295,"13,995","8,199.00","  #31,148 in Home & Kitchen (See Top 100 in Home & Kitchen)   #23 in Air Fryers   ",Not Available,‎B097TRNFQF,‎Sous Chef,Not Available,Not Available,‎China,"‎Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065",Not Available,‎Yes,‎Sous Chef,‎Touch,‎5700 Grams,"‎Bake, Reheat",‎Stainless Steel,‎6.5 litres,‎Black/Silver,‎29.2D x 40.5W x 34.2H Centimeters,‎Temperature Control,"[""8 PRESET MENU: Air Fry Digital's 8 preset programs will let you cook frozen potatoes, natural potatoes, all kinds of vegetables, chicken, sausage, meat, fish, cakes and more!"", 'FULLY DIGITAL: Fryer with LED display & smart touch control. Set the time between 1 and 6 min and the temperature between 4 and 2 °C. It has a buzzer when it is finished cooking, a cool to the touch handle and non-slippery handles.', 'HUGE CAPACITY: 5.5 litres basket capacity & 6.5 litres pan capacity which allows to make 12 grams of potatoes which is equal to 7/8 servings. It has 165 W of power which ensures fast and uniform cooking.', 'Cool touch handle with Basket release button', 'Smoke vent for absorbing unwanted smell & smoke', 'Overheat Safety Protection', 'Auto Shut Off & Auto Shake Reminder', 'Variable Temperature Control & Timer upto 6 minutes']"
https://www.amazon.in/Balzano-Digital-Fryer-Circulation-Technology/dp/B08HC8S93P/ref=sr_1_57?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-57,"        Balzano Digital Air Fryer (Extra Large 5.5Liter), uses up to 95% Less Fat, 1700W, with Rapid Heat Circulation Technology (Black)       ",‎Balzano,4.4,121,"11,990","6,999.00","  #170,504 in Home & Kitchen (See Top 100 in Home & Kitchen)   #110 in Deep Fat Fryers   ",‎1700 Watts,‎B08HC8S93P,‎TXG-DT16B-Blk,Not Available,Not Available,‎China,‎Balzano Group Limited,‎Yes,‎Yes,‎Balzano Airfryer,Not Available,‎5.8 Kilograms,"‎Roast, Broil, Steam, Reheat",‎Abs,‎5.5 litres,‎Black,Not Available,‎Manual,"['Balzano Air Fryer are newly upgraded series of equipped with more accurate temperature controller, serve more even heating and provide crispier tasty for you!', 'Balzano 5.5L Air Fryer can make same deliciously crunchy taste of fried food, which can reduce 95% oil compared to traditional frying methods.A perfect healthy gift for your lovers', 'EASY TO CLEAN & SUITABLE FOR DISHWASHER: Removable fryer basket use non-stick coating, easy to clean. Suitable for Dishwasher: fry basket & fry pot', ""Touch screen and Knob combine control to make operation easier. Knob's presence can reduce the constant repetition of the press button."", 'Enjoy your favourite fried foods with our easy recipes for every meals. Just contact our customer service if any issues happened. 100% satisfaction!']"
https://www.amazon.in/GOBBLER-Air-Fryer-Adjustable-Temperature/dp/B08QMPX9LQ/ref=sr_1_30?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-30,"        GOBBLER Electric Fryer 2 Liter 1200-Watts Healthy Fryer with 360 Degree Rapid Air Technology, Adjustable Temperature Control, Timer Function & Non-stick Fry Basket - Black (GB-AF20A)       ",‎GOBBLER,3.8,226,"10,200","3,099.00","  #71,597 in Home & Kitchen (See Top 100 in Home & Kitchen)   #32 in Air Fryers   ",Not Available,‎B08QMPX9LQ,‎Air Fryer,‎80 Degrees Celsius,Not Available,‎India,‎Tikmany Telesystems Pvt. Ltd. 9073983006 gobbler.sales@gmail.com,Not Available,‎Yes,‎Air Fryer,‎Touch,‎2.6 Kilograms,"‎Roast, Bake, Reheat",‎Plastic,‎2 litres,‎Black,‎20D x 27W x 25H Centimeters,‎Temperature Control,"['HEALTHY FRYING: Achieve perfect fried results with little or even no oil! 360° overall Hot Air Circulation and Temperature range from 80°C - 200°C allows you to cook at your desired temperature, achieving a healthy, crispy, fried finish using at least 98% less oil than traditional fryers.', ""VERSATILITY: Manual temperature control & 60-minute integrated timer lets you air-fry everything from frozen veggies, chicken & even reheat yesterday's dessert! The detachable Aluminium basket, cool touch exterior, & auto-shutoff ensures added safety & security."", 'QUICK & EASY - This air fryer heats up in just 2-3 minutes and cooks food faster than a conventional oven so you can save money as well as eat healthier. Use of no oil also means no risk of hot oil scalding. The smart Temperature Knob can be adjusted as per the user and the conevnient Timer can be set, making the job more easy than ever.', 'SOPHISTICATED DESIGN: Power Consumption: 1200W; Power Requirement: 220V ; Specially designed Non-stick Frying basket and Pan. Upto 60 minutes timer with End Alarm and Auto shut off safety feature. Overheating Heating Protection function and No-slip bottom.', 'FAMILY SIZE – This large 2 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.']"
https://www.amazon.in/GOBBLER-Fryer-Air-Technology-Temperature/dp/B0BL76HH82/ref=sr_1_37?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-37,"        GOBBLER Electric Fryer 5.5L 1400W Healthy Fryer with 360 Degree Rapid Air Technology, Adjustable Temperature Control, Timer Function & Non-stick Fry Basket (GBAF-55B)       ",‎GOBBLER,4,3,"12,999","4,369.00","  #249,904 in Home & Kitchen (See Top 100 in Home & Kitchen)   #64 in Air Fryers   ",Not Available,‎B0BL76HH82,‎Air Fryer GB-AF55B,‎80 Degrees Celsius,Not Available,‎China,"‎Tikmany Telesystems Pvt. Ltd. Customer Care - 7669409972 , gobbler.sales@gmail.com",‎Yes,‎Yes,‎Air Fryer GB-AF55B,Not Available,5 kg 230 g,Not Available,‎Plastic,‎5.5 litres,‎Turquois,‎20D x 27W x 25H Centimeters,‎Countdown Timer,"['HEALTHY FRYING: Achieve perfect fried results with little or even no oil! 360° overall Hot Air Circulation and Temperature range from 80°C - 200°C allows you to cook at your desired temperature, achieving a healthy, crispy, fried finish using at least 98% less oil than traditional fryers.', ""VERSATILITY: Manual temperature control & 60-minute integrated timer lets you air-fry everything from frozen veggies, chicken & even reheat yesterday's dessert! The detachable Aluminium basket, cool touch exterior, & auto-shutoff ensures added safety & security."", 'QUICK & EASY - This air fryer heats up in just 2-3 minutes and cooks food faster than a conventional oven so you can save money as well as eat healthier. Use of no oil also means no risk of hot oil scalding. The smart Temperature Knob can be adjusted as per the user and the conevnient Timer can be set, making the job more easy than ever.', 'SOPHISTICATED DESIGN: Power Consumption: 1400W; Power Requirement: 220V ; Specially designed Non-stick Frying basket and Pan. Upto 30 minutes timer with End Alarm and Auto shut off safety feature. Overheating Heating Protection function and No-slip bottom.', 'FAMILY SIZE – This large 5.5 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.']"
https://www.amazon.in/Intellect-Multifunctional-Intelligent-Temperature-POPQ/dp/B0B41WB3QB/ref=sr_1_133?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476040&sprefix=air+fryer%2Caps%2C3150&sr=8-133,        Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer POPQ       ,‎POPQ,4.4,Not Available,"35,090","21,054.00",Not Available,Not Available,B0B41WB3QB,Not Available,Not Available,Not Available,‎China,‎POPQ,Not Available,Not Available,Not Available,Not Available,‎6 kg 420 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of cious dishes.', '[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.', 'Warranty not applicable for this product']"
https://www.amazon.in/%EF%BB%BF%EF%BB%BFLifelong-Digital-LLHFD722-Cooking-Warranty/dp/B0B24CJSVB/ref=sr_1_52?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-52,"        ﻿﻿Lifelong Digital Air Fryer LLHFD722 , 7.5 Litre XL LED Touch Screen, 12 Preset Cooking Modes, 1400 W , 85% Fat Reduced, 1-Year Warranty ( Silver & Black       ",‎Lifelong,3.8,6,"12,000","5,681.00","  #85,323 in Home & Kitchen (See Top 100 in Home & Kitchen)   #37 in Air Fryers   ",Not Available,‎B0B24CJSVB,‎LLHFD722,Not Available,Not Available,‎China,‎Lifelong Online Retail Pvt Ltd,Not Available,‎Yes,Not Available,Not Available,‎6500 Grams,Not Available,‎Plastic,‎7.5 litres,‎Silver,Not Available,Not Available,"['5-IN-1 FUNCTIONALITY: Air fry, roast, bake, reheat and dehydrate', '360 Degree Air Circulation Technology : Advanced technology that allows air flow for a perfect golden finish and crispy, tender results every time!', 'ONE-TOUCH SMART PROGRAMS: Programs for one-touch wings, roasted veggies, garlicky potatoes, cookies, cinnamon buns and more!', 'FAST PREHEATING: Little to no preheating time, from frozen to golden in minutes!', 'EASY CLEAN-UP: Non-stick, dishwasher safe air fry basket.', 'A KITCHEN MUST HAVE: Perfect for quick delicious meals, preparing side dishes, appetizers, wings and more. Great addition to any kitchen; perfect for 4-6 servings.', '1 Year Domestic Warranty']"
https://www.amazon.in/AGARO-Digital-1300Watts-Pre-set-33556/dp/B09CKVNWZP/ref=sr_1_53?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-53,"        AGARO Grand Digital Air Fryer, 1300Watts with 4 Ltr Basket, Fry, Bake, Grill, Roast,Bake and Steam with 6 Pre-set Menu, Less Oil Usage, Led Control Panel, Black (33556)       ",‎AGARO,3.8,71,"7,495","4,799.00","  #109,730 in Home & Kitchen (See Top 100 in Home & Kitchen)   #42 in Air Fryers   ",Not Available,‎B09CKVNWZP,‎33556,Not Available,Not Available,‎China,‎Universal Corpoartion Limited,Not Available,‎Yes,Not Available,Not Available,‎4630 Grams,"‎Roast, Bake, Steam, Reheat",‎Stainless Steel,‎4 litres,‎Black,Not Available,‎Temperature Control,"['Uniform air heating technology helps you grill, bake, roast, reheat and steam your favourite dishes', '1300Watt of power helps heat the fryer within 2-3 min and helps you quickly to prepare your dishes with uniform heat dispersion and maxium temparuture control', 'Air fryer uses 90% less oil vs normal frying', 'The advanced touch screen technology helps you select menu, time, and temperature by simply touching it', 'Large 4 litre non-stick frying basket', '6 Preset Menu for a hassle free cooking of your favourite dishes', '1 Year Warranty']"
https://www.amazon.in/Inalsa-Compact-Touch-Technology-Temperature/dp/B08C39SPHV/ref=sr_1_28?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-28,"        INALSA Air Fryer Digital Compact Touch 1000W with Smart AirCrisp Technology| 8-Preset Menu, Touch Control & Digital Display|Variable Temperature & Timer Control|Free Recipe book,2 Year Warranty       ",‎Inalsa,4,258,"7,295","3,999.00","  #55,066 in Home & Kitchen (See Top 100 in Home & Kitchen)   #29 in Air Fryers   ",Not Available,‎B08C39SPHV,‎Compact Touch,Not Available,Not Available,‎China,"‎Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065",Not Available,‎Yes,Not Available,‎Touch,‎2800 Grams,"‎Roast, Broil, Steam, Reheat",‎Plastic,‎2.4 litres,‎Black,Not Available,‎programmable,"['HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', 'EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', 'FAST & EFFICIENT HEATING: With 1000W of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'DIGITAL TEMPERATURE & TIME CONTROL: With digital touch control panel,simply insert food into the hot air fryer,set the time and temperature and cook your ingredients efficiently.Cook-up casseroles, beef, chicken breasts and even desserts', ""SELECTIONS AT A TOUCH: Easy to use 8 Preset Menu that do all the cooking math for you. Just choose your preset with 1 easy tap on the display and you're ready to cook. You can also set cooking temp/time as per your convenience.""]"
https://www.amazon.in/Instant-Vortex-One-Touch-Programs-Reheat/dp/B07VM1FT8W/ref=sr_1_23?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-23,"        Instant Pot Air Fryer, Vortex 4 Litre, Touch Control Panel, 360 Degree EvenCrisp Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 4 Litre)       ",‎Instant Pot,4.1,"14,562","20,099","6,993.00","  #9,358 in Home & Kitchen (See Top 100 in Home & Kitchen)   #16 in Deep Fat Fryers   ",‎1700 Watts,‎B07VM1FT8W,‎Vortex 6 Qt,Not Available,Not Available,‎China,‎Instant Pot,‎Yes,‎Yes,‎Vortex,‎Touch,‎6.62 Kilograms,"‎Roast, Broil, Bake, Reheat",‎Plastic,‎6 Quarts,‎Black,Not Available,‎Programmable,['WARRANTY: Instant Pot comes with One (1) Year Warranty. Ensuring complete peace of mind.']
https://www.amazon.in/Ratehalf-Electric-Convection-Cooking-Compact/dp/B0BJPLLDK6/ref=sr_1_88?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-88,        Ratehalf Electric Air Fryer Hot Air Fryer Convection Cooking Oil Free Cooking Compact 1.8 litres       ,‎RATEHALF,3.8,Not Available,"6,999","4,999.00","  #2,531,821 in Home & Kitchen (See Top 100 in Home & Kitchen)   #117 in Air Fryers   ",Not Available,B0BJPLLDK6,Not Available,Not Available,Not Available,‎India,‎Info,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Rapid Air circulation system fry food faster and save energy', '1.8 Litre non-stick food basket, easy to clean and maintain Capacity: 1.8 liters', 'We are inspired by global trends to create beautiful kitchen stories that bring out the culinary artist in you!We are inspired by global trends to create beautiful kitchen stories that bring out the culinary artist in you!']"
https://www.amazon.in/Air-Fryer-Accessories-Grill-Pan/dp/B08LHKZSQT/ref=sr_1_191?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-191,        6 QT Air Fryer Accessories (Grill Pan)       ,Not Available,4.3,516,"8,188","4,094.00",Not Available,Not Available,‎B08LHKZSQT,‎GRILL PAN FOR 6QT BRIO,Not Available,Not Available,‎USA,‎NuWave,Not Available,Not Available,Not Available,Not Available,769 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Inalsa-Fry-1200W-Technology-Selection-Fry-Light-1400W/dp/B08K9MGX7B/ref=sr_1_92?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-92,"        Inalsa Air Fryer 2.3 L Crispy Fry-1200W With Smart Rapid Air Technology, Timer Selection And Fully A & Inalsa Air Fryer Fry-Light-1400W With 4.2L Cooking Pan Capacity, Timer Selection       ",Not Available,3.8,Not Available,"8,660.00","8,660.00","  #1,243,587 in Home & Kitchen (See Top 100 in Home & Kitchen)   #94 in Air Fryers   ",Not Available,‎B08K9MGX7B,Not Available,Not Available,Not Available,‎China,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Healthy Frying: Crispy Fry uses the rapid air technology to cook healthy-low fat versions of your favourite foods, using little to no oil. 85% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 30 minutes timer with end alarm Auto shut off feature', 'Fast-Heating and Adjustable Temperature Control -- With 1200w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'Fulfil Instant Cravings, with 1400w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Family Size Basket with 2.9 L Food Basket and 4.2 L Cooking Pan capacity, this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion']"
https://www.amazon.in/Ariete-4618-Fryer-Liters-Without/dp/B08WX7JSSW/ref=sr_1_43?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-43,"        Ariete 4618, Airy Fryer XXL, Air Fryer, 5.5 Liters, Fries Without Oil 2.5 kg of Chips, 1800 Watt, Red       ",‎Ariete,3.8,"2,806","16,990","13,590.00",Not Available,‎1800 Watts,‎B08WX7JSSW,‎4618/01,Not Available,Not Available,‎China,Not Available,‎No,‎Yes,‎‎4618 Airy Fryer XXL,‎Touch,‎5.5 Pounds,Not Available,"‎Stainless Steel, Aluminium",‎5.5 litres,‎Red,‎37.5D x 37.5W x 37.5H Centimeters,‎Smart,"['Fries without oil: the air fryer technology allows you to fry with a single spoonful of oil in a healthy and light way, but tasty like traditional frying', 'XXL fries: thanks to the extra large 5.5 liter basket you can cook large quantities of dishes (up to 2.5 kg of fries) at once to immediately satisfy the whole family', 'Frying yes, smells no: the air fryer does not disperse the smoke and fried smell typical of the traditional oil fryer in the house', ""Easy to clean: the removable basket is non-stick and easy to clean after each use; it also reduces the environmental impact, because you won't have to dispose of used oil""]"
https://www.amazon.in/Rotisserie-Dehydrator-Functions-Accessories-RA018-AF/dp/B08QV9M9WQ/ref=sr_1_121?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-121,"        SAKI Smart WiFi Air Fryer Oven 13 Quart, Rotisserie, Dehydrator, Air Fryer, Preheat, 8 Cooking Functions, 100 Recipes & Accessories Included, RA018-AF, Black       ",‎Saki,3.8,128,Not Available,"41,719.00","  #2,500,824 in Home & Kitchen (See Top 100 in Home & Kitchen)   #115 in Air Fryers   ",‎1700 Watts,‎B08QV9M9WQ,‎RA-018AF,‎90 Degrees Fahrenheit,Not Available,Not Available,Not Available,‎Yes,‎No,Not Available,Not Available,‎5.8 Pounds,"‎Roast, Bake, Dehydrate",Not Available,‎13 Quarts,‎black,Not Available,"‎App Control, Manual, Voice Control, Programmable","['Smart Control: Industry-leading first air fryer oven with smart controls. Use the SAKI Smart App to control your air fryer oven remotely. Adjust temperature and time from anywhere - yes, even outside your home. Then, start cooking tasty meals with a single button.', '13-Quart Large Capacity: Large cooking capacity with 4 rack levels and many functions. Thoughtfully designed for large families, 13-quart large cooking capacity allows you to rotisserie whole chicken for your loved ones. Thanks to its vertical design, the Saki air fryer oven is a space saver with multi cooking functions.', '9 Cooking Functions: SAKI air fryer oven does everything you expect from an air fryer. 9 preset cooking functions Steak, Chicken, Seafood, Bacon, French Fries, Vegetables, Preheat, Rotisserie, and Dehydrate guide you to perfection. More functions mean perfectly cooked steaks, crunchy french fries, stunning bright vegetables, and many more.', 'Safe & Certified Materials: All parts that come with the Saki air fryer oven are PFOA and BPA free. UL listed. All parts of the Saki air fryer oven are dishwasher safe. Even the Saki air fryer oven door is removable to place in the dishwasher.', '1 Year Replacement Warranty: We pride ourselves on being buyer-friendly, 100% Replacement Guarantee covers each air fryer. Contact us for any concerns or issues.']"
